Date,Open,High,Low,Close,Volume
2021-02-24,334.20001220703125,337.5,328.0,332.79998779296875,14777374
2021-02-25,337.6000061035156,354.6000061035156,337.0,350.70001220703125,35967464
2021-02-26,343.0,349.6499938964844,334.75,340.25,20379210
2021-03-01,342.0,347.0,334.6000061035156,344.1000061035156,14556212
2021-03-02,344.25,349.29998779296875,338.75,345.25,12878208
2021-03-03,350.70001220703125,361.2999877929688,350.5,359.3500061035156,20104887
2021-03-04,352.0,357.70001220703125,347.0,349.45001220703125,13623173
2021-03-05,345.25,347.6000061035156,333.1499938964844,337.8500061035156,15127687
2021-03-08,340.04998779296875,343.8999938964844,334.70001220703125,336.6000061035156,10555735
2021-03-09,339.95001220703125,344.3999938964844,328.45001220703125,333.25,13883599
2021-03-10,335.79998779296875,342.3500061035156,330.45001220703125,340.3500061035156,10886045
2021-03-12,341.54998779296875,345.0,327.45001220703125,330.20001220703125,15035151
2021-03-15,331.8999938964844,335.8999938964844,325.0,333.79998779296875,14049436
2021-03-16,336.0,336.75,326.29998779296875,333.8999938964844,13294567
2021-03-17,332.95001220703125,333.54998779296875,325.0,326.3999938964844,11028678
2021-03-18,329.3500061035156,340.5,329.3500061035156,331.79998779296875,23744146
2021-03-19,330.0,339.70001220703125,320.6000061035156,335.1000061035156,16753538
2021-03-22,335.1000061035156,342.6499938964844,331.1000061035156,339.75,8470164
2021-03-23,341.8999938964844,342.45001220703125,330.29998779296875,331.70001220703125,13880498
2021-03-24,328.29998779296875,328.29998779296875,316.79998779296875,317.75,20388678
2021-03-25,319.04998779296875,319.8999938964844,305.3999938964844,314.0,20856373
2021-03-26,318.1000061035156,328.5,318.1000061035156,327.1499938964844,13857627
2021-03-30,330.54998779296875,332.8999938964844,324.95001220703125,326.29998779296875,9159261
2021-03-31,323.1000061035156,336.0,320.8999938964844,326.8500061035156,10387652
2021-04-01,329.75,352.0,328.45001220703125,350.25,25631843
2021-04-05,349.8999938964844,352.8999938964844,338.0,350.6499938964844,14771653
2021-04-06,352.70001220703125,358.29998779296875,348.5,350.45001220703125,11185963
2021-04-07,350.3999938964844,360.7000122070313,349.0,352.20001220703125,12542475
2021-04-08,355.8999938964844,374.0,354.6499938964844,365.2000122070313,28768469
2021-04-09,367.0,370.0,354.70001220703125,361.0499877929688,16371164
2021-04-12,352.1000061035156,354.0,331.6000061035156,336.20001220703125,16096812
2021-04-13,336.20001220703125,350.29998779296875,336.20001220703125,348.70001220703125,12942071
2021-04-15,354.0,366.7999877929688,349.75,353.54998779296875,21825520
2021-04-16,356.75,376.5,352.70001220703125,370.0,28438547
2021-04-19,358.70001220703125,366.0,353.8500061035156,361.3999938964844,15435944
2021-04-20,368.6000061035156,371.5,354.54998779296875,359.3500061035156,15526407
2021-04-22,360.7999877929688,365.6000061035156,354.70001220703125,355.8500061035156,12756931
2021-04-23,354.04998779296875,362.6499938964844,345.29998779296875,349.5,12805877
2021-04-26,353.0,358.25,345.5,348.3500061035156,16472269
2021-04-27,350.1000061035156,370.0,350.1000061035156,366.25,41263319
2021-04-28,368.8500061035156,368.8999938964844,358.0,362.6000061035156,15197329
2021-04-29,367.3999938964844,377.2999877929688,364.6000061035156,372.1499938964844,34391622
2021-04-30,368.8999938964844,377.0,361.2999877929688,364.3999938964844,19935239
2021-05-03,364.3999938964844,373.2000122070313,357.6499938964844,369.9500122070313,15890242
2021-05-04,372.0,384.4500122070313,359.70001220703125,362.5499877929688,29767756
2021-05-05,367.0,373.7000122070313,364.2999877929688,367.1000061035156,15192338
2021-05-06,370.0,388.6000061035156,367.7999877929688,385.9500122070313,31912131
2021-05-07,390.0,404.9500122070313,385.25,401.1000061035156,46343220
2021-05-10,407.7999877929688,427.5,406.7000122070313,425.75,39516234
2021-05-11,414.8500061035156,420.6000061035156,408.8500061035156,412.7999877929688,27497466
2021-05-12,416.0,417.6499938964844,393.7000122070313,398.7999877929688,18242276
2021-05-14,403.0,403.6499938964844,368.1499938964844,382.7999877929688,41384078
2021-05-17,384.5,395.3500061035156,377.25,392.9500122070313,20821967
2021-05-18,401.0,412.7999877929688,396.5,402.1000061035156,30540086
2021-05-19,400.0,406.4500122070313,394.2000122070313,403.2999877929688,16113667
2021-05-20,390.0,393.2000122070313,379.4500122070313,385.2000122070313,30689219
2021-05-21,388.7000122070313,391.8999938964844,383.3500061035156,389.7999877929688,22406993
2021-05-24,392.8999938964844,393.7000122070313,379.4500122070313,389.2999877929688,23694105
2021-05-25,394.0,399.5,389.5499877929688,391.2000122070313,18155697
2021-05-26,389.25,389.5,380.25,381.0,15340621
2021-05-27,382.0499877929688,388.4500122070313,380.0,385.8500061035156,17374666
2021-05-28,393.0,398.8500061035156,384.7999877929688,387.75,14862168
2021-05-31,391.5499877929688,395.3999938964844,388.0,394.25,13703439
2021-06-01,396.0,396.7999877929688,386.5,394.7000122070313,11399189
2021-06-02,389.0,402.7000122070313,389.0,398.7999877929688,9587386
2021-06-03,403.0,405.5,398.0,399.2000122070313,12441261
2021-06-04,400.0,400.0,392.2999877929688,395.0499877929688,10040657
2021-06-07,396.1499938964844,401.3999938964844,394.25,395.0,6176784
2021-06-08,395.0,395.5,381.1000061035156,387.75,17334691
2021-06-09,388.0,390.9500122070313,382.2999877929688,383.1499938964844,11807015
2021-06-10,386.1499938964844,389.9500122070313,384.25,385.3999938964844,5796380
2021-06-11,388.3999938964844,395.0,383.1499938964844,393.1499938964844,9630564
2021-06-14,392.9500122070313,397.5,381.3500061035156,394.7999877929688,11601461
2021-06-15,391.0,396.3500061035156,390.0,390.8500061035156,7929361
2021-06-16,387.2999877929688,391.3500061035156,377.0,380.25,17978012
2021-06-17,376.0,380.2999877929688,365.0499877929688,369.25,14321673
2021-06-18,368.75,373.3500061035156,359.79998779296875,371.3500061035156,22723111
2021-06-21,366.8999938964844,369.9500122070313,360.3999938964844,367.6000061035156,13172227
2021-06-22,371.0,371.8500061035156,366.25,367.5499877929688,9787216
2021-06-23,368.0499877929688,377.0,367.3500061035156,368.1000061035156,14295574
2021-06-24,369.0,372.4500122070313,366.1000061035156,369.0499877929688,9066954
2021-06-25,371.5499877929688,380.3500061035156,371.5499877929688,375.8999938964844,12815999
2021-06-28,378.8999938964844,384.9500122070313,374.25,382.2999877929688,14518487
2021-06-29,383.3999938964844,383.5,372.7000122070313,374.25,9106037
2021-06-30,376.5499877929688,379.3999938964844,370.9500122070313,372.0499877929688,10110801
2021-07-01,372.2999877929688,380.7999877929688,372.0,379.3999938964844,8232292
2021-07-02,378.0,380.6000061035156,374.2000122070313,376.0499877929688,5070326
2021-07-05,379.0,391.0,377.5,389.5499877929688,12836172
2021-07-06,389.3999938964844,391.0,384.0,385.3500061035156,6153733
2021-07-07,382.8999938964844,395.0,380.2000122070313,393.6499938964844,10577866
2021-07-08,392.5,392.8999938964844,381.2000122070313,383.1000061035156,12333337
2021-07-09,383.0,391.3999938964844,382.1000061035156,390.0499877929688,7375406
2021-07-12,393.0,393.0,386.6000061035156,388.3500061035156,5679273
2021-07-13,390.5,394.9500122070313,390.0,392.25,5467940
2021-07-14,392.25,394.3999938964844,391.0,391.6499938964844,3341557
2021-07-15,391.7999877929688,402.8999938964844,390.0,401.4500122070313,10347950
2021-07-16,403.0,406.0,399.3500061035156,405.5,9287112
2021-07-19,398.0,404.9500122070313,396.2000122070313,396.9500122070313,5708367
2021-07-20,396.4500122070313,396.4500122070313,381.2000122070313,383.0,9214553
2021-07-22,390.2000122070313,395.2000122070313,389.0,393.5,7381389
2021-07-23,394.1000061035156,396.5499877929688,390.7999877929688,391.75,5217004
2021-07-26,393.0,402.4500122070313,390.2000122070313,400.0499877929688,7083799
2021-07-27,404.0,419.7000122070313,403.5499877929688,417.3500061035156,28240273
2021-07-28,419.0,419.3999938964844,407.5499877929688,416.2999877929688,12775129
2021-07-29,420.5,474.0,416.7999877929688,458.1000061035156,61414603
2021-07-30,458.1000061035156,459.6499938964844,442.1499938964844,444.7999877929688,12987115
2021-08-02,448.0,452.25,442.7000122070313,445.7999877929688,7683565
2021-08-03,447.75,450.8500061035156,440.2000122070313,448.7999877929688,8879300
2021-08-04,446.0,455.5,441.0,442.7000122070313,8621637
2021-08-05,445.0,445.7000122070313,432.8999938964844,443.1000061035156,11790679
2021-08-06,444.7000122070313,455.8500061035156,439.2999877929688,442.1499938964844,18059875
2021-08-09,441.9500122070313,445.0,428.7999877929688,434.7000122070313,13778833
2021-08-10,436.5,439.7999877929688,423.25,426.9500122070313,10417993
2021-08-11,429.2999877929688,444.5,429.0499877929688,436.6499938964844,19239106
2021-08-12,436.8999938964844,444.2999877929688,433.8500061035156,437.25,8349354
2021-08-13,437.3999938964844,449.6000061035156,435.5,442.0499877929688,13343808
2021-08-16,442.6000061035156,447.0,436.2000122070313,441.75,8288547
2021-08-17,440.1000061035156,443.8500061035156,429.0,436.6000061035156,8413999
2021-08-18,438.7999877929688,439.6499938964844,424.3999938964844,426.9500122070313,12169397
2021-08-20,416.0,416.0,401.1000061035156,403.6499938964844,23309477
2021-08-23,411.0,415.75,399.5,406.8500061035156,15943020
